Column1,Column2,Column3
PUdqLhSHFl,เจตค์สุภาขับรถเมาแล้วชนคนเดินข้ามถนนจนเสียชีวิต,"[{'เจตค์สุภา':'[3,7]'}]"
5Cs2kcsMvB,จิตติโสภณโจรกรรมในห้างสรรพสินค้า โดยแอบบุกรุกเข้าห้องเก็บของและขโมยของมีค่าสูงออกไปทันที,"[{'จิตติโสภณ':'[2,4]'}]"
hRj91emEFp,คมฉัฐยิงเพื่อนร่วมงานหลังมีปากเสียงอย่างรุนแรง กัญญ์ชัญลักทรัพย์จากผู้ตายก่อนหลบหนี,"[{'คมฉัฐ':'[5,7]'},{'กัญญ์ชัญ':'[2]'}]"
ayXVZP5lXy,ขวัญทญานั่งรอรถเมล์ที่ป้าย,[{'ขวัญทญา':'[1]'}]
ctlov3RL2F,จิระภาพลอบบุกรุกเข้าตึกพาณิชย์และขโมยเงินสดจากตู้อัตโนมัติในช่วงดึก,"[{'จิระภาพ':'[2,4]'}]"
oTCZS86hgk,โกวงปีนเข้ามาทางหน้าต่างคอนโดจงนภาพร้อมขโมยของออกไป ขณะที่ขวัญลักษณ์ฉ้อโกงเงินจากผู้บริโภคผ่านระบบออนไลน์,"[{'จงนภา':'[1]'},{'โกวง':'[2,4]'},{'ขวัญลักษณ์':'[6]'}]"
iiV8MKbCFx,เก็งอิมขับรถเมาแล้วชนกันในงานตลาด ทำให้เกิดอุบัติเหตุและทรัพย์สินเสียหาย,[{'เก็งอิม':'[3]'}]
YSBbTH5SxO,กริตติดตั้งก๊าซพิษในระบบปรับอากาศของบ้านเกียรติณิฐีพอเธอกลับมาบ้านก็หมดสติและเสียชีวิตภายในไม่กี่นาที,"[{'เกียรติณิฐี':'[1]'},{'กริต':'[4,5,7]'}]"
IgAEcrBJSB,กชปกรณ์ลอบบุกรุกบ้านพักและยิงฆ่าเจ้าของบ้านทันที กนกขวัญเป็นเพื่อนบ้านบริสุทธิ์,"[{'กชปกรณ์':'[4,5,7]'},{'กนกขวัญ':'[1]'}]"
eefq48QwEz,การณิกก่อสร้างโครงเหล็กโดยไม่ติดตั้งเสริมความปลอดภัย ทำให้โครงสร้างล้มทับควาย,[{'การณิก':'[3]'}]
G6p674ihbk,กนกไทรใช้มีดข่มขู่และยิงฆ่าคู่ต่อสู้ในงานแข่งขันรถ,"[{'กนกไทร':'[5,7]'}]"
fKlQmCQIxJ,เขมภัทท์ใช้ปืนข่มขู่ลูกค้าในร้านและชิงทรัพย์,"[{'เขมภัทท์':'[2,5]'}]"
qEeYQlLAhJ,โกลัมปลอมข้อมูลรับเงินบริจาคและขโมยเงินจากบัญชีองค์กรการกุศล ขณะกุมารันปลอมใบเสร็จเพื่อปกปิด,"[{'โกลัม':'[2,6]'},{'กุมารัน':'[6]'}]"
comjtiVSza,เคิร์ทสเท็นกำลังนั่งชิวๆ เล่นเกมจีดีเอ ซึ่งเคิร์ทสเท็นกำลังสวมบทบาทเป็นวัยรุ่นชาวอเมริกัน ที่กำลังปล้นธนาคาร และยิงตัวประกันเสียชีวิตไปสองคน,[{'เคิร์ทสเท็น':'[1]'}]
xdGYahHQrL,คนิตย์ดาขโมยเงินสดจากกระเป๋าลูกค้าขณะทำงานในร้านค้า,[{'คนิตย์ดา':'[2]'}]
Hat4Ziu6p3,กล้าวจีลืมปิดเตาแก๊สโรงอาหารหลังเลิกงาน ทำให้เกิดกลิ่นรั่วจนต้องอพยพ,[{'กล้าวจี':'[3]'}]
EZnmQEEEng,คมม์สิทธิ์ขโมยเงินสดจากตู้เอทีเอ็มผ่านบุกรุกทางหน้าต่าง,"[{'คมม์สิทธิ์':'[2,4]'}]"
lyJOOI2Zej,ขวัญชุลีบุกห้องควบคุมสถานีรถไฟ ใช้อาวุธข่มขู่เจ้าหน้าที่และลักทรัพย์สินของรัฐ,"[{'ขวัญชุลี':'[2,4,5]'}]"
Qi2Gj3WeEG,คำตาลกับจิตวรินท์ร่วมกันปลอมเอกสารประกอบการประมูลโครงการรัฐ และข่มขู่พยานที่รู้เห็น,"[{'คำตาล':'[5,6]'},{'จิตวรินท์':'[5,6]'}]"
eKkpOWA1Ox,ในงานเลี้ยงกลางคืน ณ ซุ้มรับรอง จิติญญาใช้ปืนข่มขู่และยิงฆ่าผู้บริสุทธิ์ที่ปรากฏตัวในงาน,"[{'จิติญญา':'[5,7]'}]"
8o0qAdWBc3,กีรชัยเมาแล้วขับหลุดโค้ง พุ่งชนกลุ่มนักวิ่งที่มีจันท์สุดาอยู่ในกลุ่มจนบาดเจ็บ,"[{'กีรชัย':'[3]'},{'จันท์สุดา':'[1]'}]"
uXzbmQU7xz,กำพองหลอกลวงให้นักเรียนสมัครเรียนต่อเมืองนอกโดยเก็บค่าใช้จ่ายล่วงหน้าแล้วหนี,[{'กำพอง':'[6]'}]
CM13oV6iEN,จรัสทองบุกรุกเข้าร้านเครื่องใช้ไฟฟ้าในตอนกลางคืนแล้วขโมยของมีค่าออกไป,"[{'จรัสทอง':'[2,4]'}]"
8YG4AP3WOk,การุณชาติลักลอบขโมยแม่กุญแจจากโกดังกลางดึก ขณะที่คนิสร์บุกรุกเข้าบ้านข้างเคียงและขโมยโทรศัพท์มือถือ,"[{'การุณชาติ':'[2]'},{'คนิสร์':'[2,4]'}]"
pMHsFXeBMb,คชณัฏฐ์ขับรถด้วยความเร็วสูงในเขตชุมชนจนชนเด็กนักเรียนได้รับบาดเจ็บ,[{'คชณัฏฐ์':'[3]'}]
AeJfT5XjXP,แคทตีญาลอบบุกรุกเข้าบ้านเช่าแล้วขโมยของมีค่าก่อนเจ้าของจะกลับมา,"[{'แคทตีญา':'[2,4]'}]"
cxrzrDPZ6v,กุลวณิกเปิดบัญชีปลอมเพื่อรับเงินจากผู้เสียหายโดยอ้างเป็นการลงทุนหุ้น,[{'กุลวณิก':'[6]'}]
t1IMu6t28E,กระสายปลอมเอกสารโอนเงินงบประมาณรัฐและหลอกให้หน่วยงานอนุมัติ กรพีภัทรขู่พนักงานการเงินให้เซ็น,"[{'กรพีภัทร':'[5]'},{'กระสาย':'[6]'}]"
GFyW31SLSJ,กะสมขับรถเร็วฝ่าฝนกลางดึกและเสียการควบคุมรถ ชนคนข้ามถนนจนเสียชีวิต,"[{'กะสม':'[3,7]'}]"
7RMMQYKiEv,จงกิตลอบบุกรุกเข้าร้านเครื่องประดับและขโมยของมีค่าออกไป ขณะที่กฤษ์ชนามนต์ใช้ปืนยิงฆ่าผู้คนในงานแสดง,"[{'จงกิต':'[2,4]'},{'กฤษ์ชนามนต์':'[5,7]'}]"
fSFvIHNOeq,เกษดาวและก่อพงศ์เดินทางไปถ่ายทำสารคดีเรื่องชีวิตชาวประมงพื้นบ้าน และได้รับอนุญาตจากท้องถิ่น,"[{'เกษดาว':'[1]'},{'ก่อพงศ์':'[1]'}]"
Or7r3sMGou,กิ้มสิ้นลอบบุกรุกอาคารพาณิชย์และขโมยเอกสารสำคัญในเวลากลางคืน,"[{'กิ้มสิ้น':'[2,4]'}]"
75u6pKmwtm,เจมจิราฉ้อโกงเงินจากลูกค้าผ่านระบบออนไลน์ด้วยเอกสารปลอมโดยมีเกียรติศักดาร่วมมือด้วย ขณะที่จอมบุญบุกรุกเข้าบ้านเกียรติศักดาเพื่อลักทรัพย์,"[{'เจมจิรา':'[6]'},{'เกียรติศักดา':'[6]'},{'จอมบุญ':'[2,4]'}]"
0vHRArqMBQ,กิญจนาฉ้อโกงผู้บริโภคผ่านโฆษณาปลอม,[{'กิญจนา':'[6]'}]
QmXN4YiZXS,กฤตยานาทและกันสินีย์ร่วมกันทำรายการพอดแคสต์เพื่อให้ความรู้เรื่องสิทธิเด็ก โดยสัมภาษณ์ผู้เชี่ยวชาญและนักกิจกรรมในแต่ละตอน,"[{'กฤตยานาท':'[1]'},{'กันสินีย์':'[1]'}]"
smRRxTIJun,คมชาญฐ์เดชษ์ขโมยโทรศัพท์มือถือจากคนเดินตลาด ขณะที่จิตระวีฉ้อโกงเงินผู้บริโภคผ่านเว็บไซต์ปลอม,"[{'คมชาญฐ์เดชษ์':'[2]'},{'จิตระวี':'[6]'}]"
ZDLHlhUU4s,จุมพันธ์ลืมสลับเบรกในลิฟต์ขนของ ทำให้ลิฟต์ตกกระแทกพื้นโกดัง,[{'จุมพันธ์':'[3]'}]
OpnMYO1vl4,กัมมัลยีตใช้บัตรประชาชนปลอมลงทะเบียนขอเงินเยียวยา และขโมยเครื่องใช้ไฟฟ้าจากสำนักงานรัฐ,"[{'กัมมัลยีต':'[2,6]'}]"
PZFxpzETr7,คชภูมิลักทรัพย์จากวัดร่วมกับกมลวลัยซึ่งเป็นคนเฝ้าทางเข้า ขณะที่กิมเห็วปลอมเอกสารการบริจาค,"[{'คชภูมิ':'[2]'},{'กมลวลัย':'[2]'},{'กิมเห็ว':'[6]'}]"
KDIvjqMeqh,เกี๋ยเดินทางไปเยี่ยมญาติในต่างจังหวัด,[{'เกี๋ย':'[1]'}]
9y0JzaemZ7,กันติทัตฉ้อโกงลูกค้าด้วยเอกสารปลอม,[{'กันติทัต':'[6]'}]
q7FD7JL0rG,เขตร์นภาหลอกให้จิตวัตลงไปตรวจถังเก็บน้ำใต้ดิน แล้วปิดฝาและล็อกไว้ ทำให้เขาขาดอากาศหายใจและเสียชีวิต,"[{'เขตร์นภา':'[5,7]'},{'จิตวัต':'[1]'}]"
KAmrdBOFMg,จันทร์ทอนใช้มีดคุกคามและชิงทรัพย์ในงานสังสรรค์,"[{'จันทร์ทอน':'[2,5]'}]"
EByuhilhxW,กรรณีการ์วางกับดักไฟฟ้าไว้ที่ประตูบ้านแล้วหลอกให้จิตตเกษมณ์เข้ามาโดยตั้งใจให้เสียชีวิต,"[{'กรรณีการ์':'[5,7]'},{'จิตตเกษมณ์':'[1]'}]"
Zdc2ergJIr,ขวัญกระมลชิงทรัพย์ผู้โดยสารรถเมล์และหลบหนี ขณะกัลยณาพันธ์ใช้มีดข่มขู่เจ้าหน้าที่ที่ไล่ตาม,"[{'ขวัญกระมล':'[2]'},{'กัลยณาพันธ์':'[5]'}]"
iYg7VRBnc5,กิ่งพรขับรถเมาแล้วชนแท็กซี่จนเสียชีวิต,"[{'กิ่งพร':'[3,7]'}]"
QKdahvNUrs,จักรพันธ์ขับรถเมาแล้วชนรถจักรยานจนมีผู้เสียชีวิตในซอยแคบ,"[{'จักรพันธ์':'[3,7]'}]"
BpooNMKWr7,กะนกขับรถเมาแล้วชนรถบัสบนทางหลวง ส่งผลให้รถบัสเสียหายอย่างหนัก,[{'กะนก':'[3]'}]
Jw1pjbJLuW,คงชัยปลอมบัญชีเพื่อเบิกเงินจากหน่วยงานรัฐและข่มขู่เจ้าหน้าที่ให้อนุมัติ เกียรติกวีลักลอบเข้าไปขโมยเอกสารภายในสำนักงาน,"[{'คงชัย':'[5,6]'},{'เกียรติกวี':'[2,4]'}]"
okZ90ynINb,คนิงนิจปลอมแปลงเอกสารและสร้างบริษัทปลอมขึ้นมาเพื่อหลอกลวงนักลงทุนในโครงการอสังหาริมทรัพย์ ส่งผลให้มีผู้ลงทุนสูญเสียเงินเป็นจำนวนมาก,[{'คนิงนิจ':'[6]'}]
9kfKVNrZFh,ขันเงินบุกรุกสำนักงานและขโมยแฟ้มลับ,"[{'ขันเงิน':'[2,4]'}]"
gp2AopDNk5,กิจติรัตน์ปลอมเอกสารแสดงรายได้ ส่วนกมลวรินทร์แกล้งเป็นเจ้าหน้าที่สินเชื่อที่อนุมัติวงเงินปลอม,"[{'กิจติรัตน์':'[6]'},{'กมลวรินทร์':'[6]'}]"
l6orgapQtB,เขมฐิติขับรถเมาและชนกับรถของงุ่นทองจนทำให้งุ่นทองได้รับบาดเจ็บสาหัส,"[{'เขมฐิติ':'[3]'},{'งุ่นทอง':'[1]'}]"
L3M2yCnog2,กิรญาขับรถทัวร์โดยฝืนขับเกินเวลาพักตามกฎหมาย ทำให้หลับในและเกิดอุบัติเหตุรถตกเหว มีผู้เสียชีวิตหลายราย,"[{'กิรญา':'[3,7]'}]"
fATCCjV4y2,กอบชัยไม่ติดตั้งราวกันตกบนระเบียงอาคารที่อยู่ระหว่างก่อสร้าง ทำให้กุณพธูพลัดตกจากชั้นสอง,"[{'กอบชัย':'[3]'},{'กุณพธู':'[1]'}]"
NWybIWrn4R,ในงานเลี้ยงกลางคืน ณ คฤหาสน์ กัลวัฒน์ลอบบุกรุกเข้าห้องเก็บของและขโมยของมีค่า จากนั้นยิงพนักงานรักษาความปลอดภัย,"[{'กัลวัฒน์':'[2,4,5]'}]"
FBY4HvubFG,กัณฐพัฒน์เปิดประตูโรงรถโดยไม่ระวัง ทำให้ชนจิตนุชที่บุกรุกเข้ามาจนเสียชีวิต,"[{'กัณฐพัฒน์':'[3,7]'},{'จิตนุช':'[4]'}]"
Ny1CMnxjTe,กฤษ์พาลูกไปห้องสมุดเด็ก,[{'กฤษ์':'[1]'}]
M1SRykYznn,กันต์พิศาเป็นเจ้าหน้าที่กรมส่งเสริมสุขภาพ แต่ฆ่าจำรูญรุ่งซึ่งเป็นผู้ร้องเรียนการใช้เงินไม่โปร่งใส ด้วยการทำให้เขาเสียหลักตกบันไดในสำนักงานจนเสียชีวิต,"[{'กันต์พิศา':'[5,7]'},{'จำรูญรุ่ง':'[1]'}]"
uwzrpTs5oy,จรัญพัฒน์และเขมณัสย์ลอบบุกรุกร้านค้าพร้อมขโมยของมีค่าในคืนที่มืดมิด,"[{'จรัญพัฒน์':'[2,4]'},{'เขมณัสย์':'[2,4]'}]"
M4E9bR7KpP,กุลเกียรติยิงปืนข่มขู่คู่แข่งในงานเลี้ยงขณะเจษฐชิงทรัพย์จากแขกในงาน,"[{'กุลเกียรติ':'[5]'},{'เจษฐ':'[2]'}]"
SeCTZbyKwx,กุลพัชร์ลอบบุกรุกโกดังกลางคืน และใช้ค้อนทุบเจ้าหน้าที่จนบาดเจ็บเพื่อขนของออกมา,"[{'กุลพัชร์':'[4,5]'}]"
ybFBUC6BfB,กันธรัชต์ขับรถเมาประมาทในงานเทศกาลที่เต็มไปด้วยผู้ชมและชนรถรับจ้าง ส่งผลให้มีหลายชีวิตบริสุทธิ์เสียชีวิต,"[{'กันธรัชต์':'[3,7]'}]"
qworx6qEkk,จิรัฏฐิญาขับรถเมาแล้วชนรถบรรทุกในยามค่ำคืน ทำให้ผู้โดยสารเสียชีวิตหลายราย,"[{'จิรัฏฐิญา':'[3,7]'}]"
o2LPHMHZm2,กัลณิดาจ่ายค่าสินค้าที่แคชเชียร์ในห้าง,[{'กัลณิดา':'[1]'}]
cyxdWofT6k,เขมสุภาฉ้อโกงเงินจากผู้ซื้อผ่านเว็บไซต์ปลอมโดยมีขวัญณัฐพัฒน์ร่วมมืออย่างลับๆ,"[{'เขมสุภา':'[6]'},{'ขวัญณัฐพัฒน์':'[6]'}]"
fNSJdqfH7q,จี๊กำลังเลือกหนังสือที่ร้านหนังสือ,[{'จี๊':'[1]'}]
Cjsj2Br36l,กฤตพัฒน์ฌาน์ขโมยกระเป๋าจากรถแท็กซี่ในขณะที่กรรณาภรณ์ขับรถเมาแล้วชนคนเดิน ทำให้เกิดอุบัติเหตุ,"[{'กฤตพัฒน์ฌาน์':'[2]'},{'กรรณาภรณ์':'[3]'}]"
oAtkHeo3fN,กิจฌายิงฆ่าผู้รักษาความปลอดภัยในอาคารรัฐบาล คเณศกฤษณะเป็นผู้เข้าร่วมงานบริสุทธิ์,"[{'กิจฌา':'[5,7]'},{'คเณศกฤษณะ':'[1]'}]"
dKPYY3938V,กัญญวัฒน์ใช้มีดโจมตีในร้านมินิมาร์ทจนทำให้ผู้คนบาดเจ็บ,[{'กัญญวัฒน์':'[5]'}]
lsJE8B5kpb,กฤติยานีปลอมตัวเป็นคนส่งของแล้วแอบเข้าไปในบ้านเงียวก่อนใช้มีดแทงจนเธอเสียชีวิต,"[{'กฤติยานี':'[4,5,7]'},{'เงียว':'[1]'}]"
Z9mMTeeXgr,กัญจน์ปิษฎาปลอมบัตรประชาชนและฉ้อโกงรับเงินช่วยเหลือ ขณะที่เจนหทัยบุกรุกเข้าศูนย์แจกของและขโมยสิ่งของ,"[{'กัญจน์ปิษฎา':'[6]'},{'เจนหทัย':'[2,4]'}]"
0YlIhXDJWx,กวงสุงลอบบุกรุกเข้าพื้นที่จัดงานศิลปะและขโมยของมีค่าออกไป พร้อมกฤษชภูมิใช้ปืนข่มขู่และยิงฆ่าผู้คนในงานเดียวกัน,"[{'กวงสุง':'[2,4]'},{'กฤษชภูมิ':'[5,7]'}]"
UljI7lpYau,คนึงนิชใช้ปืนคุกคามในตลาดและยิงผู้ที่ต่อต้านจนเสียชีวิตทันที โดยโกวิทศ์ก็ได้ฉวยโอกาสในช่วงชุลมุนนี้ ในการแอบขโมยกระเป๋าของคำหร่า,"[{'คนึงนิช':'[5,7]'},{'โกวิทศ์':'[2]'},{'คำหร่า':'[1]'}]"
2kXrG0bGG5,โกหาญฉ้อโกงผู้ซื้อสินค้าปลอมผ่านโซเชียลมีเดีย ทำให้ผู้ซื้อสูญเสียเงินจำนวนมาก,[{'โกหาญ':'[6]'}]
dzikdEj2ip,กรรณญาเปิดกลุ่มไลน์ปลอมขายสินค้าหรูราคาถูกแล้วหลอกโอนเงินมัดจำ,[{'กรรณญา':'[1]'}]
3M1xKYrDpD,กฤษณลักษณ์ขับรถบนถนนเปียกด้วยความเร็วสูง ทำให้เสียหลักพุ่งชนร้านค้าของกุสวดี,"[{'กฤษณลักษณ์':'[3]'},{'กุสวดี':'[1]'}]"
lThTpkOMWc,จงสัณห์วางแผนทำให้การณ์อนงค์เข้าใจผิดว่าเธอเป็นฆาตกร โดยจัดฉากทุกอย่างให้เหมือนเธอลงมือฆ่าคน และเมื่อเธอกำลังจะมอบตัว เขาก็จ่อยิงเธอจนเสียชีวิต,"[{'การณ์อนงค์':'[1]'},{'จงสัณห์':'[5,7]'}]"
eyiasDHZFR,ใจสิริขับรถเมาแล้วชนกันในงานเทศกาล ทำให้ทรัพย์สินเสียหาย,[{'ใจสิริ':'[3]'}]
WzJIUz4HD9,เกียวกุ่ยและก้องชิดาศรร่วมกันบุกรุกโรงเรียนในเวลากลางคืน ลักคอมพิวเตอร์ไปขาย เง็กท้อปลอมหลักฐานการเข้า-ออก,"[{'เกียวกุ่ย':'[2,4]'},{'ก้องชิดาศร':'[2,4]'},{'เง็กท้อ':'[6]'}]"
P8HwYMKT1V,กลันท์โดนยิงปืนข่มขู่ในซอย,[{'กลันท์':'[1]'}]
zWqH7AkG2F,กตัณณ์กิตต์ตั้งเตาอบผิดตำแหน่ง ทำให้ระเบิดและมีผู้ได้รับบาดเจ็บเล็กน้อย,[{'กตัณณ์กิตต์':'[3]'}]
iZcneMx1th,บนถนนหลักในคืนวันหยุด เกตน์ปภาใช้ปืนยิงฆ่าคนขณะบุกรุกอาคารธุรกิจทางด้านหลัง,"[{'เกตน์ปภา':'[4,5,7]'}]"
M5AyytxbuF,ไกรศาลและเกวาลีใช้ปืนขู่บุกบ้านเศรษฐีและปล้นทรัพย์สิน พร้อมทำร้ายเจ้าของบ้าน,"[{'ไกรศาล':'[2,4,5]'},{'เกวาลี':'[2,4,5]'}]"
mWbnBXOWjC,จรรญาพรขับรถเมาแล้วชนรถซิตี้คาร์ในตรอกแคบจนเกิดอุบัติเหตุร้ายแรง,[{'จรรญาพร':'[3]'}]
3LYWViPYtz,จุลย์และกัณฑ์พัฒน์เข้าไปในบ้านของคลอารีแล้วทำร้ายเขาด้วยปืนบีบีกัน จนตาฟกช้ำ,"[{'จุลย์':'[5]'},{'กัณฑ์พัฒน์':'[5]'},{'คลอารี':'[1]'}]"
pjb5o5CqFz,แคทริยาโฆษณารับทำวีซ่าด่วนราคาพิเศษ ส่วนกิมนอมแกล้งเป็นเจ้าหน้าที่สถานทูตโทรยืนยันการดำเนินเรื่อง,"[{'แคทริยา':'[6]'},{'กิมนอม':'[6]'}]"
DTDx4nDiA9,ไก๊เง็กพังประตูเข้าไปในบ้านกรเดชน์แล้วขู่ด้วยมีดพร้อมกับตะโกนเสียงดังข่มขู่จนเขาบาดเจ็บทางจิตใจและล้มลง,"[{'กรเดชน์':'[1]'},{'ไก๊เง็ก':'[4,5]'}]"
dp8j5O7gsx,เกมส์ชัยวางกล่องหนักบนราวบันได ทำให้ตกลงมาทับหัวคนเดินผ่านเสียชีวิต,"[{'เกมส์ชัย':'[3,7]'}]"
dwD6y4P3Be,จิตศิริเสาวนีย์ลอบบุกรุกเข้าห้องประชุมในสำนักงานและขโมยแฟ้มลับออกไป ขณะที่คำแจมฉ้อโกงเงินผ่านระบบออนไลน์และขโมยเอกสารสำคัญ,"[{'จิตศิริเสาวนีย์':'[2,4]'},{'คำแจม':'[2,6]'}]"
Msw0GJEc73,กำแหงฉ้อโกงเงินผ่านระบบออนไลน์ด้วยเอกสารปลอมในงานแสดงสินค้า,[{'กำแหง':'[6]'}]
2Eewvmt7Gk,จักรปณตขโมยของจากรถแท็กซี่ในตอนกลางคืน และคีตวัฒน์ฉ้อโกงเงินจากลูกค้าผ่านเอกสารปลอม,"[{'จักรปณต':'[2]'},{'คีตวัฒน์':'[6]'}]"
agjVTJrdbG,เคนชัยล่อให้ขริษฐาเข้าไปในโกดังร้างแล้วทำร้ายจนเสียชีวิต,"[{'ขริษฐา':'[1]'},{'เคนชัย':'[5,7]'}]"
nOHxbCzvZN,เกตุพงศ์ปล่อยให้สุนัขเดินเพ่นพ่านบนถนนโดยไม่ใส่สายจูง ทำให้กรภัทรรักที่ขับรถเสียหลักชนเสาไฟฟ้า,"[{'เกตุพงศ์':'[3]'},{'กรภัทรรัก':'[1]'}]"
DwNusxdZHL,ในงานแสดงแฟชั่น ณ โรงแรมหรู ขันไชยลอบบุกรุกเข้าห้องเปลี่ยนชุดและขโมยเครื่องประดับ จากนั้นใช้ปืนยิงเจ้าหน้าที่รักษาความปลอดภัยอย่างโหดร้าย,"[{'ขันไชย':'[2,4,5]'}]"
h4CWFBWGcQ,กิมจำฉ้อโกงเงินจากการขายสินค้าออนไลน์ ขณะที่คำใสยลอบบุกรุกเข้าร้านและขโมยของมีค่า,"[{'กิมจำ':'[6]'},{'คำใสย':'[2,4]'}]"
XJUVKGe9j7,กอณุศาสน์ยิงปืนข่มขู่และยิงฆ่าคู่แข่งในงานสังสรรค์ที่จัดในออฟฟิศ ส่งผลให้บรรยากาศสยดสยอง,"[{'กอณุศาสน์':'[5,7]'}]"
0yvQTCUUOr,กฤษตภัทรใช้ปืนคุกคามในตลาดกลางคืนและยิงฆ่าผู้คนที่ต่อต้าน จนเกิดเหตุการณ์รุนแรงถึงชีวิต,"[{'กฤษตภัทร':'[5,7]'}]"
jjW6mfNyrz,กฤชทัศบุกรุกเข้าบ้านคนินญาและขโมยของมีค่าในคืนวันหยุด และเคฑิตาฉ้อโกงเงินจากลูกค้าผ่านเว็บไซต์ปลอม,"[{'กฤชทัศ':'[2,4]'},{'เคฑิตา':'[6]'},{'คนินญา':'[1]'}]"
occta9imAK,กัญสรัชชิงทรัพย์กระเป๋านักท่องเที่ยวและทำร้ายเจ้าหน้าที่ที่พยายามจับกุม ส่วนกัญญ์ฐิชาเป็นผู้ขับรถหลบหนี,"[{'กัญสรัช':'[2,5]'},{'กัญญ์ฐิชา':'[5]'}]"
mAZ04jBJKq,คุณณเสฏฐ์ลอบบุกรุกเข้าห้องเก็บของในบริษัทและขโมยข้อมูล,"[{'คุณณเสฏฐ์':'[2,4]'}]"
6naek2cqUE,กนตจิตปลอมชื่อเพื่อสมัครบัตรเครดิตแล้วเบิกเงินจากระบบรัฐ ขณะกวีเทพแฮ็กเข้าระบบเพื่อเปลี่ยนยอดบัญชี,"[{'กนตจิต':'[6]'},{'กวีเทพ':'[6]'}]"
YeoD6k7RFh,จตรายิงฆ่าผู้รักษาความปลอดภัยในอาคารสำนักงานขณะบุกรุก,"[{'จตรา':'[4,5,7]'}]"
fQDZ5vNUx2,เกียรติฉัตรบุกรุกเข้าร้านอาหารและขโมยอาหารมีค่าในช่วงพิเศษ,"[{'เกียรติฉัตร':'[2,4]'}]"
E99qKJJ450,เข็มงามจิตต์ใช้ปืนข่มขู่และยิงฆ่าผู้ร่วมงานในงานประชุมใหญ่,"[{'เข็มงามจิตต์':'[5,7]'}]"
VvOQuHjQR1,กฤตสาขับรถเมาแล้วชนรถบรรทุกในถนนแคบ ทำให้ผู้โดยสารเสียชีวิตหลายราย,"[{'กฤตสา':'[3,7]'}]"
TLHRrZMX5p,กนกพัชร์และคัชชาพรเป็นอาสาสมัครในงานมาราธอนการกุศล โดยช่วยแจกน้ำและดูแลความเรียบร้อย,"[{'กนกพัชร์':'[1]'},{'คัชชาพร':'[1]'}]"
o0bBErv8Gt,จิ่งลืมปิดแก๊สหลังทำอาหาร ทำให้เกิดเพลิงไหม้ห้องครัว,[{'จิ่ง':'[3]'}]
FUzd8LtZ3q,จิมพักประมาทขับเครนชนเสาอาคารถล่มลงมา ทำให้คนงานเสียชีวิต,"[{'จิมพัก':'[3,7]'}]"
g0jJo2Yo49,กรรทนาบุกรุกเข้าร้านอาหารหรูทางหลังร้านและขโมยของออกจากตู้อัตโนมัติ จากนั้นยิงผู้รักษาความปลอดภัยที่มาขัดขวาง,"[{'กรรทนา':'[2,4,5]'}]"
pD5j7gSIGx,เขตรขู่ให้เจ้าหน้าที่เปิดเซฟธนาคาร พร้อมกับขโมยเงินสด จันทรวิมลขโมยทองคำแท่งและแหวนเพชร,"[{'เขตร':'[2,5]'},{'จันทรวิมล':'[2]'}]"
AVzAKvtfpk,กสุวพิชญ์รัก กาญจน์พธูข้างเดียว,"[{'กสุวพิชญ์':'[1]'},{'กาญจน์พธู':'[1]'}]"
NE87QeXu74,กุลเจริญละเลยไม่ซ่อมเบรกเรือโดยสาร ทั้งที่มีผู้โดยสารเต็มลำ ส่งผลให้เรือชนท่าและผู้โดยสารกระเด็นตกน้ำเสียชีวิต,"[{'กุลเจริญ':'[3,7]'}]"
dBz0BjAEbv,จิตติปกรณ์ทำงานแผนกบุคคลในบริษัทใหญ่ เธอดูเป็นคนนิ่งเฉย แต่เมื่อถูกเข็มมณีตัดสิทธิ์เลื่อนตำแหน่ง เธอจึงได้แต่โมโหในใจ,"[{'จิตติปกรณ์':'[1]'},{'เข็มมณี':'[1]'}]"
8xhtpF4F79,คำนำกับจิณณพัฒน์ลอบบุกรุกร้านเครื่องประดับและยิงฆ่าลูกค้าภายใน กฤษณาวรรณไม่เกี่ยวข้อง,"[{'คำนำ':'[4,5,7]'},{'จิณณพัฒน์':'[4,5,7]'},{'กฤษณาวรรณ':'[1]'}]"
zLnzB2pspN,คมบุญนะขับรถโดยไม่เปิดไฟเลี้ยวและเปลี่ยนเลนกะทันหัน ทำให้เกิดอุบัติเหตุ,[{'คมบุญนะ':'[3]'}]
ZkvkMuLy2f,จรียากรขับรถเมาแล้วชนคนเดินเท้าในตลาดทำให้ผู้ผ่านถนนได้รับบาดเจ็บ,[{'จรียากร':'[3]'}]
gffYVajIBF,กีรตินุชใช้มีดโจมตีผู้คนในที่สาธารณะจนทำให้ฝ่ายตรงข้ามบาดเจ็บอย่างหนัก ขณะที่กลางตะวันขโมยกระเป๋าจากรถโดยสาร,"[{'กีรตินุช':'[5]'},{'กลางตะวัน':'[2]'}]"
5f7YZSPjda,แข็งใช้ปืนข่มขู่ในงานประชุมโรงแรมและขโมยแฟ้มลับออกไป ขณะที่กัณฑรสใช้มีดข่มขู่ผู้คนในงานเลี้ยงด้วยความโมโหเลือดขึ้นหน้า,"[{'แข็ง':'[2,5]'},{'กัณฑรส':'[5]'}]"
Elcis1xRR6,กัณทิยาขโมยเงินจากร้านค้าท้องถิ่น,[{'กัณทิยา':'[2]'}]
